Ticker,Date,Rate of Change,Close Price,Signal,Position,Daily Return,Strategy Return,Buy Price,Sell Price
MID150BEES.NS,2019-08-22 18:30:00+00:00,-0.2477426894473833,56.369998931884766,Hold,0,0.0,0.0,,
MID150BEES.NS,2019-08-25 18:30:00+00:00,-0.7294233593026056,57.15999984741211,Hold,0,0.0,0.0,,
MID150BEES.NS,2019-08-26 18:30:00+00:00,1.015936266959594,57.66999816894531,Hold,0,0.0,0.0,,
MID150BEES.NS,2019-08-27 18:30:00+00:00,-1.4894364138411276,56.880001068115234,Hold,0,0.0,0.0,,
MID150BEES.NS,2019-08-28 18:30:00+00:00,-1.7946521170582153,56.90999984741211,Hold,0,0.0,0.0,,
MID150BEES.NS,2019-08-29 18:30:00+00:00,-0.2271554589464819,57.099998474121094,Hold,0,0.0,0.0,,
MID150BEES.NS,2019-09-02 18:30:00+00:00,-2.0287813526849496,56.5,Hold,0,0.0,0.0,,
MID150BEES.NS,2019-09-03 18:30:00+00:00,-1.8326441398593072,56.779998779296875,Hold,0,0.0,0.0,,
MID150BEES.NS,2019-09-04 18:30:00+00:00,-1.9993103037917792,56.86000061035156,Hold,0,0.0,0.0,,
MID150BEES.NS,2019-09-05 18:30:00+00:00,-0.7130432128906294,57.09000015258789,Hold,0,0.0,0.0,,
MID150BEES.NS,2019-09-08 18:30:00+00:00,1.741114761066842,57.849998474121094,Hold,0,0.0,0.0,,
MID150BEES.NS,2019-09-10 18:30:00+00:00,4.021447666342781,58.20000076293945,Hold,0,0.0,0.0,58.20000076293945,
MID150BEES.NS,2019-09-11 18:30:00+00:00,3.2109302955250163,58.18000030517578,Hold,0,0.0,-0.00034365047253414726,,
MID150BEES.NS,2019-09-12 18:30:00+00:00,2.3093066801048723,58.47999954223633,Hold,0,0.0,0.004810975526226666,,
MID150BEES.NS,2019-09-15 18:30:00+00:00,1.2484849030060197,58.38999938964844,Hold,0,0.0,0.0032645811721358524,,
MID150BEES.NS,2019-09-16 18:30:00+00:00,0.4922622609686122,57.15999984741211,Hold,0,0.0,-0.01786943130402147,,
MID150BEES.NS,2019-09-17 18:30:00+00:00,1.107012949928654,57.540000915527344,Hold,0,0.0,-0.011340203415124069,,
MID150BEES.NS,2019-09-18 18:30:00+00:00,-1.103322714979571,56.470001220703125,Hold,0,0.0,-0.02972507765563391,,
MID150BEES.NS,2019-09-19 18:30:00+00:00,6.035397960021438,59.90999984741211,Hold,0,0.0,0.029381427183099763,,
MID150BEES.NS,2019-09-22 18:30:00+00:00,8.471295309440618,61.59000015258789,Hold,0,0.0,0.058247411429711154,,
MID150BEES.NS,2019-09-23 18:30:00+00:00,7.61519164593385,61.189998626708984,Hold,0,0.0,0.051374533068279604,,
MID150BEES.NS,2019-09-24 18:30:00+00:00,5.097214642904846,60.0,Hold,0,0.0,0.030927821537190578,,
MID150BEES.NS,2019-09-25 18:30:00+00:00,5.012967333397955,60.75,Hold,0,0.0,0.04381441930640546,,
MID150BEES.NS,2019-09-26 18:30:00+00:00,3.4707911190440477,60.220001220703125,Hold,0,0.0,0.0347079111904405,,
MID150BEES.NS,2019-09-29 18:30:00+00:00,2.1313129207034764,59.41999816894531,Hold,0,0.0,0.0209621544675774,,
MID150BEES.NS,2019-09-30 18:30:00+00:00,-0.7523916384287954,58.040000915527344,Hold,0,0.0,-0.00274913823564748,,
MID150BEES.NS,2019-10-02 18:30:00+00:00,0.0513765706635638,58.41999816894531,Hold,0,0.0,0.003780024108624224,,
MID150BEES.NS,2019-10-03 18:30:00+00:00,1.4870512183172702,58.0099983215332,Hold,0,0.0,-0.0032646467167615502,,
MID150BEES.NS,2019-10-06 18:30:00+00:00,-0.086894744986099,57.4900016784668,Hold,0,0.0,-0.012199296824146588,,
MID150BEES.NS,2019-10-08 18:30:00+00:00,3.5771213283117387,58.4900016784668,Hold,0,0.0,0.004982833534806589,,
MID150BEES.NS,2019-10-09 18:30:00+00:00,-3.4551822735710336,57.84000015258789,Sell,0,0.0,0.0,,57.84000015258789
MID150BEES.NS,2019-10-10 18:30:00+00:00,-5.877575780023214,57.970001220703125,Hold,0,0.0,0.0,,
MID150BEES.NS,2019-10-13 18:30:00+00:00,-5.082524702487579,58.08000183105469,Hold,0,0.0,0.0,,
MID150BEES.NS,2019-10-14 18:30:00+00:00,-3.1999969482421897,58.08000183105469,Hold,0,0.0,0.0,,
MID150BEES.NS,2019-10-15 18:30:00+00:00,-4.526748971193417,58.0,Hold,0,0.0,0.0,,
MID150BEES.NS,2019-10-16 18:30:00+00:00,-2.1587562693553775,58.91999816894531,Hold,0,0.0,0.0,,
MID150BEES.NS,2019-10-17 18:30:00+00:00,1.2453747917709368,60.15999984741211,Hold,0,0.0,0.0,,
MID150BEES.NS,2019-10-21 18:30:00+00:00,3.5665052759681126,60.11000061035156,Hold,0,0.0,0.0,60.11000061035156,
MID150BEES.NS,2019-10-22 18:30:00+00:00,2.841498997156422,60.08000183105469,Hold,0,0.0,-0.0004990646979249723,,
MID150BEES.NS,2019-10-23 18:30:00+00:00,3.602827466057845,60.099998474121094,Hold,0,0.0,-0.00016639720726847372,,
MID150BEES.NS,2019-10-24 18:30:00+00:00,4.452943962171796,60.04999923706055,Hold,0,0.0,-0.000998192857790169,,
MID150BEES.NS,2019-10-26 18:30:00+00:00,4.718752337716725,61.25,Hold,0,0.0,0.01896522006443164,,
MID150BEES.NS,2019-10-28 18:30:00+00:00,5.463346886368781,61.0,Hold,0,0.0,0.014806178349882938,,
MID150BEES.NS,2019-10-29 18:30:00+00:00,6.089354329763563,61.5,Hold,0,0.0,0.02312426177898034,,
MID150BEES.NS,2019-10-30 18:30:00+00:00,6.749307929341941,62.0,Hold,0,0.0,0.03144234520807774,,
MID150BEES.NS,2019-10-31 18:30:00+00:00,6.249995073996462,61.709999084472656,Hold,0,0.0,0.026617841588335595,,
MID150BEES.NS,2019-11-03 18:30:00+00:00,7.56896446491111,62.38999938964844,Hold,0,0.0,0.03793044012886328,,
MID150BEES.NS,2019-11-04 18:30:00+00:00,5.227430289836721,62.0,Hold,0,0.0,0.03144234520807774,,
MID150BEES.NS,2019-11-05 18:30:00+00:00,2.460105628308096,61.63999938964844,Hold,0,0.0,0.025453314985217176,,
MID150BEES.NS,2019-11-06 18:30:00+00:00,3.709864447834166,62.34000015258789,Hold,0,0.0,0.03709864447834158,,
MID150BEES.NS,2019-11-07 18:30:00+00:00,2.9294245470935953,61.84000015258789,Hold,0,0.0,0.02878056104924418,,
MID150BEES.NS,2019-11-10 18:30:00+00:00,2.662233493245947,61.70000076293945,Hold,0,0.0,0.026451507843007344,,
MID150BEES.NS,2019-11-12 18:30:00+00:00,2.3980057613681716,61.4900016784668,Hold,0,0.0,0.02295792803365209,,
MID150BEES.NS,2019-11-13 18:30:00+00:00,0.5551022899394242,61.59000015258789,Hold,0,0.0,0.02462151933469548,,
MID150BEES.NS,2019-11-14 18:30:00+00:00,0.9508226738601522,61.58000183105469,Hold,0,0.0,0.02445518558936723,,
MID150BEES.NS,2019-11-17 18:30:00+00:00,0.9268287720719082,62.06999969482422,Hold,0,0.0,0.03260687181119616,,
MID150BEES.NS,2019-11-18 18:30:00+00:00,0.1451615364320924,62.09000015258789,Hold,0,0.0,0.03293960276379288,,
MID150BEES.NS,2019-11-19 18:30:00+00:00,0.8912643740403681,62.2599983215332,Hold,0,0.0,0.03576772066795469,,
